5,6,down,-23.39589908882664
5,6,up,-19.923136414774177
5,5,down,-19.924610740166592
5,6,left,-19.803634247024284
4,6,down,-22.68313669792424
4,6,left,-19.664333510788204
3,6,down,-22.750934229468104
3,6,up,-19.567304674274535
3,5,down,-19.90608865467636
3,6,left,-22.791559289325043
3,6,right,-19.916717548539445
4,6,right,-19.90415168718903
5,6,right,-23.678434834019683
4,6,up,-23.67174675297079
5,5,up,-23.431910313992596
5,5,right,-19.922827476803178
6,5,up,-23.365913373858135
6,5,left,-19.92412467935271
5,5,left,-19.92405705325583
4,5,down,-21.692260837602824
4,5,right,-19.924951586870787
6,5,down,-23.731774280889738
6,5,right,-19.922933402099495
7,5,right,-23.71813585443775
7,5,left,-19.925349961378906
7,5,down,-19.92367915742512
7,6,down,-23.17521862344538
7,6,left,-23.595836675525533
7,6,right,-19.924707303124745
8,6,left,-19.925483234835653
7,6,up,-19.925819934601
7,5,up,-23.61929733047641
8,6,right,-23.79210885811
8,6,down,-23.721051124711934
8,6,up,-19.923933669006665
8,5,right,-19.923507957191347
9,5,left,-19.924776119206236
8,5,up,-23.35179138634996
8,5,down,-19.92321625462817
8,5,left,-23.734034200485212
9,5,right,-22.826393512213336
9,5,down,-19.923599453785986
9,6,down,-19.927357033444945
9,7,left,-19.926645670217834
8,7,up,-22.269639902539318
8,7,right,-19.928964378049788
9,7,down,-22.913388231609495
9,7,right,-23.681445734960167
9,7,up,-19.92694385051201
9,6,right,-23.58849610922096
9,6,up,-19.92463105085978
9,5,up,-23.575430466198057
8,7,left,-23.069103949653893
8,7,down,-19.926895636669585
8,8,down,-19.92654251583783
8,9,up,-19.92868245038246
8,8,up,-19.928812656123835
9,6,left,-23.589000103116526
8,8,left,-23.612721595109033
8,8,right,-22.756388815720022
8,9,left,-23.53708518706467
8,9,right,-23.381462681185646
8,9,down,-19.925761443754702
8,10,up,-19.927418185362203
8,10,right,-23.74217800655088
8,10,down,-21.265788325402774
8,10,left,-22.66163325734162
4,5,left,-22.813613767454697
4,5,up,-22.972421174066486
3,5,right,-23.163938056689403
3,5,up,-19.489715708707045
3,4,right,-19.423213193234574
4,4,down,-22.98581952522143
4,4,right,-19.415696360467567
5,4,up,-23.22418990115206
5,4,left,-19.650798083510452
4,4,up,-22.862456706818588
4,4,left,-19.889571055757642
3,4,up,-23.10144726913591
3,4,down,-19.740184727280848
3,5,left,-23.544151998391577
3,4,left,-23.515724206103926
5,4,down,-23.49516811350749
5,4,right,-19.38466497617743
6,4,right,-19.236106485033194
7,4,down,-23.499454993498517
7,4,right,-19.144489268136347
8,4,right,-19.03792953139912
9,4,left,-19.18934342999019
8,4,up,-23.23925168272669
8,4,left,-19.46922910803144
7,4,left,-19.520584248984996
6,4,up,-19.544694778157503
6,3,down,-19.31129361262682
6,4,left,-19.579464065472095
6,4,down,-23.29568623062342
6,3,up,-19.66088959789981
6,2,left,-19.655143382030552
5,2,down,-23.632820570681552
5,2,left,-23.65455038683639
5,2,right,-19.438106747238418
6,2,up,-23.48398112211983
6,2,down,-19.37630519990031
6,3,right,-23.402868870740235
6,3,left,-23.548488956607372
6,2,right,-23.471510477713082
7,4,up,-19.480869929391883
7,3,up,-23.39067402947402
7,3,right,-19.74116943802743
8,3,right,-23.61065065867856
8,3,left,-19.431790539307514
7,3,down,-19.27831645554915
7,3,left,-23.31011768769388
8,3,up,-19.865029701371935
8,2,up,-23.530471843603213
8,2,right,-19.862249338695115
9,2,up,-19.865451014929697
9,1,right,-23.605232182058224
9,1,down,-19.870026290976206
9,2,left,-19.86820608257114
9,2,down,-19.86570790165998
9,3,down,-21.50320329263822
9,3,right,-22.882966390869573
9,3,up,-19.865924474182005
9,2,right,-23.497812352117997
9,3,left,-20.033165056894816
8,2,down,-19.867559081669015
8,3,down,-22.97197244099918
8,4,down,-23.130198116946385
9,4,right,-18.930241681386892
10,4,up,-19.45383703224592
10,3,right,-22.25469084517882
10,3,left,-20.46228309660156
10,3,up,-19.82381243576748
10,2,right,-22.720599816137252
10,2,left,-21.80432460739096
10,2,up,-19.823960735290562
10,1,down,-19.827079317147877
10,2,down,-19.4546234541143
10,3,down,-19.0663865756799
10,4,left,-19.35692176214642
9,4,down,-23.284141148633
9,4,up,-23.216651682660906
10,4,down,-18.8319595951482
10,5,down,-18.73422565154439
10,6,down,-22.68656295104908
10,6,up,-18.907666872482277
10,5,right,-22.834321153698827
10,5,left,-22.86218665557927
10,5,up,-19.289134314112058
10,4,right,-22.977683314255746
10,6,left,-22.637269136792735
10,6,right,-18.596575921242238
11,6,up,-18.848755637649816
11,5,left,-22.492309804922037
11,5,up,-19.551235011225486
