1,1,right,-23.083344627104353
1,1,left,-23.08561435524439
1,1,up,-23.085771816959724
1,1,down,-18.984209599616
1,2,up,-19.086284601124945
1,2,down,-22.984203700456828
1,2,left,-22.98447567951444
1,2,right,-18.87133369553832
2,2,up,-18.7459204387206
2,1,down,-18.87140556125817
2,2,down,-22.871303692622533
2,2,left,-18.984453718758665
2,2,right,-22.871340691995503
2,1,up,-22.746322506220636
2,1,right,-18.606574796236213
3,1,down,-22.608806246468653
3,1,up,-22.606625867904572
3,1,right,-18.45174794738627
4,1,up,-22.452146201053964
4,1,down,-22.451749742620805
4,1,right,-18.279719043515243
5,1,right,-22.27972838938681
5,1,up,-22.27470255945199
5,1,left,-18.45152844981228
4,1,left,-18.608479908551463
3,1,left,-18.74639490521219
2,1,left,-22.74629080576601
5,1,down,-18.08857628289877
5,2,right,-17.876195641782637
6,2,up,-21.876304872823326
6,2,left,-18.088742128304457
5,2,down,-22.086791596586927
5,2,up,-18.27972284464478
5,2,left,-21.691472577285552
6,2,right,-21.876283083026625
6,2,down,-17.640217316195383
6,3,up,-17.877662700851868
6,3,left,-21.64456181219729
6,3,right,-21.64033191229897
6,3,down,-17.37801919998749
6,4,left,-17.640211180742178
5,4,right,-17.380109893274774
6,4,down,-21.379005679974284
6,4,up,-17.6428278250415
6,4,right,-17.086687982581733
7,4,left,-17.378571785972916
7,4,down,-21.086703376091567
7,4,up,-17.37779218187
7,3,down,-17.08827048474314
7,4,right,-16.76298663987624
8,4,left,-17.087618987377418
7,3,left,-23.155209021995397
7,3,up,-21.44037061093118
7,3,right,-19.516811666910932
8,3,down,-20.53983632519084
8,3,up,-19.509952125799803
8,2,left,-20.92741643628949
8,2,down,-19.521905248633175
8,3,left,-19.523213268652633
8,3,right,-22.929934654511293
8,2,up,-21.33481701755656
8,2,right,-19.511168648714744
9,2,up,-19.50903586780172
9,1,down,-19.511977337262508
9,2,left,-19.530114235868087
5,4,left,-19.590809534663116
4,4,down,-20.194774122656256
4,4,left,-19.59607893382679
3,4,left,-22.078848604305847
3,4,down,-19.606769499065663
3,5,left,-22.525974955751842
3,5,down,-19.599065413032505
3,6,up,-19.610947028359345
3,5,up,-19.610758178669908
3,4,up,-22.61211833708561
3,4,right,-19.603701459532086
4,4,right,-19.59636244270299
5,4,down,-23.170811799029156
5,4,up,-21.791611976546655
4,4,up,-21.679925387669947
3,5,right,-22.25441886238248
3,6,left,-21.170382846572842
3,6,down,-21.24936618062874
3,6,right,-19.596507683066235
4,6,left,-19.60772204766852
4,6,right,-19.59371011662352
5,6,up,-19.591305923153328
5,5,up,-22.55504666014364
