13,12,down,-19.03131402111982
13,12,right,-12.482306019605279
14,12,up,-19.08871936820365
14,12,right,-11.646541090034093
15,12,up,-16.99537340866715
15,12,down,-17.03166527196592
15,12,left,-14.524116976180022
14,12,left,-13.407783067726715
13,12,up,-14.152297166250111
13,11,down,-13.234503339487059
13,12,left,-19.03829685970595
12,12,left,-20.237678378166834
12,12,down,-20.200133668852988
12,12,right,-16.112173211175747
13,11,left,-16.505417839196625
12,11,down,-18.609391492390216
12,11,up,-19.72033580790613
12,11,left,-17.134933929088003
11,11,left,-22.467058707730857
11,11,right,-14.520713635901213
12,11,right,-13.911553987575383
13,11,right,-18.34202979699186
13,11,up,-18.378766069235276
11,11,down,-16.627922560410266
11,12,right,-19.97245088092724
11,12,up,-15.068683191251488
11,11,up,-19.293490172806116
11,12,down,-19.609276243395286
11,12,left,-16.352842128256306
10,12,left,-20.365443032471983
10,12,up,-16.9719522140569
10,11,up,-20.680457424735344
10,11,left,-16.930511296158947
9,11,left,-20.712567580527367
9,11,down,-21.59409302739528
9,11,right,-16.40494013158074
10,11,down,-16.005528817715877
10,12,right,-15.561759425594497
10,12,down,-20.365431879044998
10,11,right,-21.5558486454748
9,11,up,-17.3903524329535
9,10,right,-17.545165044801934
10,10,up,-17.88404562771455
10,9,down,-17.37919665178017
10,10,right,-21.20459151812558
10,10,down,-22.005040632497227
10,10,left,-17.087989840590268
9,10,left,-21.47720053197056
9,10,up,-18.48347143485003
9,9,down,-17.395730099536816
9,10,down,-16.764433363583965
9,9,up,-19.561160024026425
9,8,right,-21.844980265303285
9,8,up,-21.373071983189906
9,8,left,-20.194774122656256
9,8,down,-19.562729842437818
9,9,left,-20.800576059883113
9,9,right,-22.242918328385926
10,9,up,-22.74032466991475
10,9,right,-18.11736098022516
11,9,down,-22.01180131157046
11,9,up,-18.86202522789941
11,8,up,-22.25245582617332
11,8,right,-22.740306868216265
11,8,down,-17.87712151928207
11,9,left,-17.641274150546167
10,9,left,-21.74700072261514
12,12,up,-19.236293891697407
14,12,down,-16.8623312565258
15,12,right,-10.717835629546007
16,12,down,-16.473079680522908
16,12,right,-18.345248063335017
16,12,left,-14.909788088023257
16,12,up,-9.68596804209212
16,11,left,-8.539519166428201
15,11,down,-13.632894839999253
15,11,right,-14.707369938545654
16,11,down,-11.208088406688582
16,11,right,-20.37276569597757
16,11,up,-15.460766873496574
15,11,up,-7.265773563741801
15,10,right,-13.42318820206475
15,10,down,-9.17310582301717
15,11,left,-16.349432613411587
15,10,left,-13.643184212059992
15,10,up,-5.850590574199183
15,9,left,-11.673689320642238
15,9,down,-7.983970505311206
15,9,right,-4.278248467363753
16,9,up,-9.629838832296109
16,8,down,-5.1296812680128525
16,9,right,-10.223147692149062
