1,1,down,-19.999942037151854
1,2,up,-19.999999975421048
1,1,up,-23.9985220082104
1,1,left,-23.99992731658966
1,1,right,-23.999998685304895
1,2,left,-23.999987694566652
1,2,right,-19.999559101304467
2,2,left,-19.999999973886602
1,2,down,-23.999998956601996
2,2,down,-23.999997878970284
2,2,up,-19.99840308742681
2,1,up,-23.99943072558344
2,1,right,-19.99628363037247
3,1,down,-23.999987298437983
3,1,left,-19.999999969462817
2,1,left,-23.99999910347355
2,1,down,-19.99999997189419
2,2,right,-23.99999927017008
3,1,up,-23.999626660156697
3,1,right,-19.993577298099108
4,1,left,-19.999999967211334
4,1,up,-23.999998479426722
4,1,down,-23.99999984481569
4,1,right,-19.990911900713918
5,1,up,-23.999999951922987
5,1,right,-23.999999886421826
5,1,left,-19.999999960244903
5,1,down,-19.988653677722397
5,2,right,-19.986776590756513
6,2,up,-23.99006268300808
6,2,right,-23.99999932987824
6,2,left,-19.999999951292843
5,2,up,-19.999999958991264
5,2,left,-23.99999991600149
5,2,down,-23.99999995475153
6,2,down,-19.9850685694083
6,3,right,-23.98869036048188
6,3,left,-23.998617634323793
6,3,down,-19.983336344622153
6,4,down,-23.99999968897351
6,4,left,-19.981467043631355
5,4,up,-23.999982947739806
5,4,down,-23.999999424393515
5,4,right,-19.99999993651138
6,4,up,-19.99933138850566
6,3,up,-19.999999946519146
6,4,right,-19.99999994315185
7,4,up,-19.99999994093542
7,3,up,-23.99920187142972
7,3,down,-19.999999941977542
7,4,down,-23.999999767515874
7,4,left,-19.99999994441231
5,4,left,-19.979404413689515
4,4,down,-23.99997119847731
4,4,left,-19.977115503887184
3,4,down,-19.974572723477312
3,5,down,-19.971747465561254
3,6,up,-19.999999910429388
3,5,up,-19.999999919982773
3,4,left,-23.981701086943488
3,4,up,-23.99999827061375
3,4,right,-19.999999922961862
4,4,right,-19.999999927028
7,4,right,-19.999999944695332
8,4,down,-23.999999614009994
8,4,up,-23.999999874271836
8,4,right,-19.99999994592944
9,4,down,-23.999955483679603
9,4,left,-19.99999994341274
8,4,left,-19.999999944932696
9,4,up,-23.99999699419466
9,4,right,-19.999999944293172
